fish_id,site_id,year,day,month,location,fish_num,species,length,height,Lep_cope,chalA,chalB,Lep_PAmale,Lep_PAfemale,Lep_male,Lep_nongravid,Lep_gravid,Caligus_cope,Caligus_mot,Caligus_gravid,unid_cope,chal_unid,unid_PA,unid_adult,chal_scar,pred_scar,mot_scar,hem,mateguarding,eroded_gill,white_eye,blue_blotches,pinched_belly,scales,comments
17520,339,2011,9,6,Burdwood,36,chum,59,11,1,,,,,,0,,,,,,,,,,,,,,,NA,,,1,
17521,339,2011,9,6,Burdwood,16,chum,61,12,,,,,,1,0,,,,,,,,,,,,,,,NA,,,,
17522,339,2011,9,6,Burdwood,25,chum,61,13,,,,,,,0,,,,,,,,,,,,,,,NA,,,1,
17523,339,2011,9,6,Burdwood,67,chum,61,11,,,,,,,0,,,,,,,,,,,,,,,NA,,,1,
17524,339,2011,9,6,Burdwood,2,chum,62,11,,,,,,,0,,,,,,,,,,,,,,,NA,,,1,
17525,339,2011,9,6,Burdwood,18,chum,62,10,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17526,339,2011,9,6,Burdwood,45,chum,62,11,,,,,,,0,,,,,,,,,,,,,,,NA,,,1,
17527,339,2011,9,6,Burdwood,12,chum,63,12,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17528,339,2011,9,6,Burdwood,22,chum,63,12,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17529,339,2011,9,6,Burdwood,31,chum,63,12,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17530,339,2011,9,6,Burdwood,13,chum,64,11,,,,,,,0,,,,,,,,,,,,,,,NA,,,1,
17531,339,2011,9,6,Burdwood,26,chum,65,12,,,,,,,0,,,,,,,,,,,,,,,NA,,,1,
17532,339,2011,9,6,Burdwood,30,chum,66,12,,,,,,,0,,,,,,,,,,,,,,,NA,,,1,
17533,339,2011,9,6,Burdwood,4,chum,67,12,,,,,,,0,,,,,,,,,,,,,,,NA,,,1,
17534,339,2011,9,6,Burdwood,9,chum,67,13,,,,,,,0,,,,,,,,,,,,,,,NA,,,1,
17535,339,2011,9,6,Burdwood,20,chum,67,11,,,1,,,,0,,,,,,,,,,,1,,,,NA,,,1,
17536,339,2011,9,6,Burdwood,37,chum,67,11,,,,,,,0,,,,,,,,,,,,,,,NA,,,1,
17537,339,2011,9,6,Burdwood,8,chum,68,12,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17538,339,2011,9,6,Burdwood,14,chum,68,12,,,1,,,,0,,,,,,,,,,,,,,,NA,,,1,
17539,339,2011,9,6,Burdwood,33,chum,68,12,,,,,,,0,,,,,,,,,,,,,,,NA,,,1,
17540,339,2011,9,6,Burdwood,39,chum,68,13,,,,,,,0,,,,,,,,,1,,,,,,NA,,,1,
17541,339,2011,9,6,Burdwood,47,chum,68,12,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17542,339,2011,9,6,Burdwood,3,chum,69,13,,,,,,,0,,,,,,,,,,,,,,,NA,,,1,
17543,339,2011,9,6,Burdwood,44,chum,69,11,,1,,,,,0,,,,,,,,,,,,1,,,NA,,,,hemoraging gill plate
17544,339,2011,9,6,Burdwood,1,chum,70,12,,,,,,1,0,,,,,,,,,,,,,,,NA,,,1,
17545,339,2011,9,6,Burdwood,38,chum,72,13,,,,,,,0,,,,,,,,,,,,,,,NA,,,1,
17546,339,2011,9,6,Burdwood,19,chum,73,16,,,,,,,0,,,,,,,,,,,,,,,NA,,,1,
17547,339,2011,9,6,Burdwood,32,chum,75,13,,,,,,,0,,,,,,,,,,,,,,,NA,,,1,
17548,339,2011,9,6,Burdwood,7,chum,76,13,,,,,,,0,,,,,,,,,,,,,,,NA,,,1,
17549,339,2011,9,6,Burdwood,11,chum,76,14,,,,,,,0,,,,,,,,,,,,,,,NA,,,1,
17550,339,2011,9,6,Burdwood,10,chum,78,14,,,,,,,0,,,,,,,,,1,,,,,,NA,,,1,
17551,339,2011,9,6,Burdwood,23,chum,78,16,,,,,,,0,,,,,,,,,,,,1,,,NA,,,1,hemoraging al fin
17552,339,2011,9,6,Burdwood,40,chum,79,15,,,,,,,0,,,,,,,,,,,,,,,NA,,,1,
17553,339,2011,9,6,Burdwood,41,chum,81,15,,,,,,,0,,,,,,,,,,,,,,,NA,,,1,
17554,339,2011,9,6,Burdwood,24,chum,82,16,,,,,,,0,,,,,,,,,,,,,,,NA,,,1,
17555,339,2011,9,6,Burdwood,29,chum,82,16,,,,,,,0,,,,,,,,,1,,,,,,NA,,,1,
17556,339,2011,9,6,Burdwood,15,chum,85,16,,,,,,,0,,,1,,,,,,,,,,,,NA,,,1,
17557,339,2011,9,6,Burdwood,78,chum,85,16,,,,,,,0,,,,,,,,,,,,,,,NA,,,1,
17558,339,2011,9,6,Burdwood,35,chum,86,18,,,,,,,0,,,,,,,,,,,1,,,,NA,,,1,
17559,339,2011,9,6,Burdwood,80,chum,88,16,,,,,,,0,,,,,,,,,,,,,,,NA,,,1,
17560,339,2011,9,6,Burdwood,43,chum,91,17,,,,,,,0,,,,,,,,,,,,1,,,NA,,,1,hemoraging flank
17561,339,2011,9,6,Burdwood,34,chum,97,19,,,,,,,0,,,,,,,,,,,,1,,,NA,,,1,hemoraging flank
17562,339,2011,9,6,Burdwood,65,pink,60,11,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17563,339,2011,9,6,Burdwood,89,pink,61,10,,,,,,,0,,,,,,,,,,1,,,,,NA,,,,Predator scar from fish
17564,339,2011,9,6,Burdwood,55,pink,63,12,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17565,339,2011,9,6,Burdwood,66,pink,63,11,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17566,339,2011,9,6,Burdwood,79,pink,63,10,,,,,,,0,,,,,,,,,,,,1,,,NA,,,,hemoraging gill plate
17567,339,2011,9,6,Burdwood,27,pink,64,10,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17568,339,2011,9,6,Burdwood,48,pink,64,11,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17569,339,2011,9,6,Burdwood,97,pink,64,11,,,,,,,0,,,,,,,,,,,,1,,,NA,,,1,hemoraging jaw
17570,339,2011,9,6,Burdwood,58,pink,65,11,,,,,,,0,,,,,,,,,,,,,,,NA,1,,,
17571,339,2011,9,6,Burdwood,63,pink,65,10,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17572,339,2011,9,6,Burdwood,5,pink,66,11,,,,,,,0,,,,,,,,,,,,,,,NA,1,,,
17573,339,2011,9,6,Burdwood,82,pink,66,10,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17574,339,2011,9,6,Burdwood,91,pink,66,11,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17575,339,2011,9,6,Burdwood,81,pink,67,11,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17576,339,2011,9,6,Burdwood,84,pink,67,10,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17577,339,2011,9,6,Burdwood,59,pink,68,13,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17578,339,2011,9,6,Burdwood,72,pink,68,12,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17579,339,2011,9,6,Burdwood,75,pink,68,10,,,,,,,0,,,,,,,,,,1,,,,,NA,,,,Predator scar from fish
17580,339,2011,9,6,Burdwood,92,pink,68,11,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17581,339,2011,9,6,Burdwood,50,pink,69,11,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17582,339,2011,9,6,Burdwood,56,pink,69,12,,,,,,,0,,,,,,,,,,,,,,1,NA,,,,
17583,339,2011,9,6,Burdwood,57,pink,69,10,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17584,339,2011,9,6,Burdwood,70,pink,70,11,,,,,,,0,,,,,,,,,,,,,,,NA,1,,,
17585,339,2011,9,6,Burdwood,98,pink,70,12,1,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17586,339,2011,9,6,Burdwood,53,pink,71,12,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17587,339,2011,9,6,Burdwood,61,pink,72,12,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17588,339,2011,9,6,Burdwood,100,pink,72,13,,,,,,,0,,,,,,,,,,,,,,,NA,,,1,
17589,339,2011,9,6,Burdwood,60,pink,73,12,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17590,339,2011,9,6,Burdwood,69,pink,73,13,,,,,,,0,,,,,,,,,,,,,,,NA,1,,,
17591,339,2011,9,6,Burdwood,77,pink,73,13,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17592,339,2011,9,6,Burdwood,87,pink,73,13,,,,,,,0,,,,,,,,,,,,,,1,NA,1,,,
17593,339,2011,9,6,Burdwood,95,pink,73,13,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17594,339,2011,9,6,Burdwood,96,pink,73,13,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17595,339,2011,9,6,Burdwood,64,pink,74,13,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17596,339,2011,9,6,Burdwood,73,pink,74,13,,,,,,,0,,,,,,,,,,,,1,,,NA,,,1,hemoraging caudal fin
17597,339,2011,9,6,Burdwood,51,pink,75,13,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17598,339,2011,9,6,Burdwood,62,pink,75,13,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17599,339,2011,9,6,Burdwood,76,pink,75,13,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17600,339,2011,9,6,Burdwood,88,pink,75,12,,,,,,,0,,,,1,,,,,,,,,,,NA,1,,,
17601,339,2011,9,6,Burdwood,52,pink,77,14,,,,,,,0,,,,,,,,,,1,,,,,NA,,,,Predator scar from bird
17602,339,2011,9,6,Burdwood,74,pink,78,13,,,,,,,0,,,,,,,,,,,,,,,NA,1,,,
17603,339,2011,9,6,Burdwood,83,pink,79,13,,,,,,,0,,,,,,,,,,,,1,,,NA,,,,hemoraging jaw: two rows of lower teeth protruding from gash.
17604,339,2011,9,6,Burdwood,86,pink,79,14,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17605,339,2011,9,6,Burdwood,99,pink,79,14,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17606,339,2011,9,6,Burdwood,68,pink,80,13,,,,,,,0,,,,,,,,,,,,,,,NA,1,,1,
17607,339,2011,9,6,Burdwood,94,pink,80,14,,,,,,,0,,,,,,,,,,,,,,,NA,,,1,
17608,339,2011,9,6,Burdwood,28,pink,81,15,,,,,,,0,,,,,,,,,,,,,,,NA,,,1,
17609,339,2011,9,6,Burdwood,54,pink,81,14,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17610,339,2011,9,6,Burdwood,93,pink,81,14,,,,,,,0,,,,,,,,,,,,,,,NA,1,,1,
17611,339,2011,9,6,Burdwood,71,pink,82,13,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17612,339,2011,9,6,Burdwood,49,pink,83,14,,,,,,,0,,,,,,,,,,,,,,,NA,,,1,
17613,339,2011,9,6,Burdwood,90,pink,83,13,,,,,,,0,,,,,,,,,1,1,,,,,NA,1,,1,Predator scar from fish (eye)
17614,339,2011,9,6,Burdwood,85,pink,87,14,,,,,,,0,,,,,,,,,,,,,,,NA,,,1,
17615,340,2011,9,6,Glacier,2,chum,54,8,,,1,,,,0,,,,,,,,,,,,,,,NA,,,,
17616,340,2011,9,6,Glacier,15,chum,56,9,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17617,340,2011,9,6,Glacier,3,chum,57,10,,,,,,,0,,,,,,,,,,,,1,,,NA,,,,hemoraging eye
17618,340,2011,9,6,Glacier,1,chum,58,11,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17619,340,2011,9,6,Glacier,17,chum,58,11,,,1,,,,0,,,,,,,,,,,,,,,NA,,,,
17620,340,2011,9,6,Glacier,33,chum,59,10,,1,,,,,0,,,,,,,,,1,,,,,,NA,,,,
17621,340,2011,9,6,Glacier,27,chum,60,11,,1,,,,,0,,,1,,,,,,,,,,,,NA,,,,
17622,340,2011,9,6,Glacier,25,chum,61,10,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17623,340,2011,9,6,Glacier,4,chum,62,10,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17624,340,2011,9,6,Glacier,5,chum,62,11,,,,,,,0,,,,,,,,,,,,1,,,NA,,,,hemoraging flank
17625,340,2011,9,6,Glacier,20,chum,62,10,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17626,340,2011,9,6,Glacier,6,chum,63,9,,1,,,,,0,,,1,,,,,,,,,,,,NA,,,,
17627,340,2011,9,6,Glacier,9,chum,64,11,,,,,,,0,,,,,,,,,,,,1,,,NA,,,,hemoraging al fin
17628,340,2011,9,6,Glacier,7,chum,65,11,,,,,,,0,,,1,,,,,,,,,,,,NA,1,,,
17629,340,2011,9,6,Glacier,24,chum,65,14,,,,,,,0,,,1,,,,,,,,,,,,NA,,,,
17630,340,2011,9,6,Glacier,18,pink,48,6,,,,,,,0,,,1,,,,,,,,,,,1,NA,1,,,eroded al fin
17631,340,2011,9,6,Glacier,91,pink,54,9,,,,,,,0,,,,,,,,,,,,,,,NA,1,,,
17632,340,2011,9,6,Glacier,42,pink,55,10,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17633,340,2011,9,6,Glacier,48,pink,57,11,,,,,,,0,,,,,,,,,,,,,,,NA,1,,,
17634,340,2011,9,6,Glacier,49,pink,57,11,,,,,,,0,,,,1,,,,,,,,,,,NA,,,,
17635,340,2011,9,6,Glacier,63,pink,57,10,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17636,340,2011,9,6,Glacier,65,pink,57,11,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17637,340,2011,9,6,Glacier,12,pink,58,12,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17638,340,2011,9,6,Glacier,29,pink,58,11,,,,,,,0,,,1,,,,,,,,,,,,NA,1,,,
17639,340,2011,9,6,Glacier,45,pink,58,10,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17640,340,2011,9,6,Glacier,80,pink,58,10,,,,,,,0,,,,,,,,,,,,,,,NA,1,,,
17641,340,2011,9,6,Glacier,83,pink,58,9,,,,,,,0,,,,1,,,,,,,,,,,NA,,,,
17642,340,2011,9,6,Glacier,38,pink,59,10,,,,,,,0,,,,,,,,,,,,,,,NA,1,,,
17643,340,2011,9,6,Glacier,95,pink,59,10,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17644,340,2011,9,6,Glacier,35,pink,60,10,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17645,340,2011,9,6,Glacier,37,pink,60,10,,,,,,,0,,,,,,,,,,,,,,,NA,1,,,
17646,340,2011,9,6,Glacier,40,pink,60,11,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17647,340,2011,9,6,Glacier,50,pink,60,12,,,,,,,0,,,,,,,,,,,,,,,NA,1,,,
17648,340,2011,9,6,Glacier,75,pink,60,11,,,,,,,0,,,,,,,,,1,,,,,1,NA,,,,
17649,340,2011,9,6,Glacier,34,pink,61,10,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17650,340,2011,9,6,Glacier,47,pink,61,10,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17651,340,2011,9,6,Glacier,82,pink,61,10,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17652,340,2011,9,6,Glacier,85,pink,61,10,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17653,340,2011,9,6,Glacier,88,pink,61,9,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17654,340,2011,9,6,Glacier,13,pink,62,12,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17655,340,2011,9,6,Glacier,22,pink,62,14,,,,,,,0,,,1,,,,,,,,,,,,NA,,,,
17656,340,2011,9,6,Glacier,26,pink,62,10,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17657,340,2011,9,6,Glacier,77,pink,62,11,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17658,340,2011,9,6,Glacier,11,pink,63,11,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17659,340,2011,9,6,Glacier,14,pink,63,9,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17660,340,2011,9,6,Glacier,30,pink,63,11,,,,,,,0,,,1,,,,,,,,,,,,NA,1,,,
17661,340,2011,9,6,Glacier,43,pink,63,10,,,,,,,0,,,,,,,,,2,,,1,,,NA,,,,hemoraging al fin
17662,340,2011,9,6,Glacier,46,pink,63,13,,,,,,,0,,,,2,,,,,,,,,,,NA,,,1,
17663,340,2011,9,6,Glacier,60,pink,63,12,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17664,340,2011,9,6,Glacier,36,pink,64,11,,,,,,,0,,,,,,,,,,,,,,,NA,1,,,
17665,340,2011,9,6,Glacier,41,pink,64,11,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17666,340,2011,9,6,Glacier,44,pink,64,11,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17667,340,2011,9,6,Glacier,55,pink,64,11,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17668,340,2011,9,6,Glacier,71,pink,64,11,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17669,340,2011,9,6,Glacier,78,pink,64,11,,,,,,,0,,,,,,,,,,,,,,1,NA,,,,
17670,340,2011,9,6,Glacier,86,pink,64,11,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17671,340,2011,9,6,Glacier,92,pink,64,12,,,,,,,0,,,1,1,,,,,,,,,,,NA,1,,,
17672,340,2011,9,6,Glacier,93,pink,64,12,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17673,340,2011,9,6,Glacier,98,pink,64,12,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17674,340,2011,9,6,Glacier,31,pink,65,12,,,,,,,0,,,,,,,,,,,1,,,,NA,,,,
17675,340,2011,9,6,Glacier,58,pink,65,13,,,,,,,0,,,1,,,,,,,,,,,,NA,,,,
17676,340,2011,9,6,Glacier,62,pink,65,13,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17677,340,2011,9,6,Glacier,64,pink,65,12,,,,,,,0,,,,,,,,,,,,1,,,NA,,,,hemoraging gill plate
17678,340,2011,9,6,Glacier,81,pink,65,11,,,,,,,0,,,,1,,,,,,,1,,,,NA,,,,
17679,340,2011,9,6,Glacier,87,pink,65,10,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17680,340,2011,9,6,Glacier,89,pink,65,10,,,,,,,0,,,,,,,,,1,,,,,1,NA,,,,
17681,340,2011,9,6,Glacier,8,pink,66,12,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17682,340,2011,9,6,Glacier,16,pink,66,10,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17683,340,2011,9,6,Glacier,23,pink,66,12,,,,,,,0,,,,,,,,,,,,,,,NA,1,,,
17684,340,2011,9,6,Glacier,39,pink,66,11,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17685,340,2011,9,6,Glacier,51,pink,66,11,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17686,340,2011,9,6,Glacier,57,pink,66,11,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17687,340,2011,9,6,Glacier,69,pink,66,13,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17688,340,2011,9,6,Glacier,72,pink,66,9,,,,,,,0,,,,,,,,,,,,,,1,NA,,,,
17689,340,2011,9,6,Glacier,10,pink,67,12,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17690,340,2011,9,6,Glacier,21,pink,67,11,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17691,340,2011,9,6,Glacier,32,pink,67,12,,,,,,,0,,,1,,,,,,,,,,,,NA,,,,
17692,340,2011,9,6,Glacier,54,pink,67,12,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17693,340,2011,9,6,Glacier,70,pink,67,12,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17694,340,2011,9,6,Glacier,94,pink,67,12,,,,,,1,0,,,,,,,,,,,,,,,NA,,,,
17695,340,2011,9,6,Glacier,19,pink,68,12,,,,,,,0,,,,,,,,,,,,,,1,NA,1,,,
17696,340,2011,9,6,Glacier,84,pink,68,11,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17697,340,2011,9,6,Glacier,100,pink,68,10,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17698,340,2011,9,6,Glacier,28,pink,69,13,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17699,340,2011,9,6,Glacier,61,pink,69,12,,,,,,,0,,1,,1,,,,,,1,,,,,NA,,,,Predator scar from fish
17700,340,2011,9,6,Glacier,67,pink,70,15,,,,,,,0,,,,,,,,,,,,,,,NA,,,,eroded caudal fin
17701,340,2011,9,6,Glacier,97,pink,71,13,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17702,340,2011,9,6,Glacier,56,pink,72,13,,,,,,,0,,,,,,,,,,,,,,1,NA,,,,
17703,340,2011,9,6,Glacier,59,pink,72,13,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17704,340,2011,9,6,Glacier,68,pink,72,14,,,,,,,0,,,,1,,,,,,,,,,,NA,,,,
17705,340,2011,9,6,Glacier,90,pink,73,12,,,,,,,0,,,1,1,,,,,,,,,,,NA,,,,
17706,340,2011,9,6,Glacier,73,pink,74,13,,,,,,,0,,,,,,,,,,,,1,,,NA,,,,hemoraging caudal fin
17707,340,2011,9,6,Glacier,99,pink,76,13,,,,,,,0,,,1,,,,,,,,,,,1,NA,,,,
17708,340,2011,9,6,Glacier,52,pink,78,14,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17709,340,2011,9,6,Glacier,53,pink,78,13,,,,,,,0,,1,,,,,,,,,,,,,NA,,,,
17710,340,2011,9,6,Glacier,66,pink,78,13,,,,,,,0,,,,,,,,,,,,,,1,NA,,,,
17711,340,2011,9,6,Glacier,74,pink,78,10,,,,,,,0,,,1,,,,,,,,,,,,NA,1,,,
17712,340,2011,9,6,Glacier,76,pink,78,12,,,,,,,0,,,,1,,,,,,,,,,,NA,,,,
17713,340,2011,9,6,Glacier,96,pink,78,14,,,,,,,0,,,,,,,,,,,,,,,NA,1,,,
17714,340,2011,9,6,Glacier,79,pink,80,14,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17715,341,2011,17,6,Burdwood,8,chum,56,10,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17716,341,2011,17,6,Burdwood,77,chum,65,11,,,,,,,0,,,,,,,,,1,,,,,,NA,,,1,
17717,341,2011,17,6,Burdwood,7,chum,68,12,,,,,,,0,,,,,,,,,,,,,,,NA,,,1,
17718,341,2011,17,6,Burdwood,15,chum,69,12,,,,,,,0,,,,,,,,,,,,,,,NA,,,1,
17719,341,2011,17,6,Burdwood,59,chum,71,12,,,,,,,0,,,,,,,,,,,,,,,NA,,,1,
17720,341,2011,17,6,Burdwood,54,chum,72,12,,,,,,,0,,,,,,,,,,,,,,,NA,,,1,
17721,341,2011,17,6,Burdwood,24,chum,73,12,,,,,,,0,,,,,,,,,,,,,,,NA,,,1,
17722,341,2011,17,6,Burdwood,58,chum,74,13,,,,,,,0,,,,,,,,,,,,,,,NA,,,1,
17723,341,2011,17,6,Burdwood,6,chum,79,14,,,,,,,0,,,1,,,,,,,,,,,,NA,,,1,
17724,341,2011,17,6,Burdwood,12,chum,80,15,,,,,,,0,,,,,,,,,,,,,,,NA,,,1,
17725,341,2011,17,6,Burdwood,29,pink,45,6,,,,,,,0,,,,,,,,,,,,,,,NA,,,,Missing lower jaw
17726,341,2011,17,6,Burdwood,32,pink,53,8,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17727,341,2011,17,6,Burdwood,84,pink,54,9,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17728,341,2011,17,6,Burdwood,86,pink,55,9,,,,,,,0,,,,,,,,,1,,,,,,NA,,,,
17729,341,2011,17,6,Burdwood,14,pink,60,10,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17730,341,2011,17,6,Burdwood,90,pink,61,9,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17731,341,2011,17,6,Burdwood,16,pink,62,9,,,,,,,0,,,,,,,,,,,,,,,NA,1,,,
17732,341,2011,17,6,Burdwood,21,pink,62,10,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17733,341,2011,17,6,Burdwood,48,pink,62,9,,,,,,,0,,,,,,,,,,,,1,,,NA,,,,hemoraging adipose fin
17734,341,2011,17,6,Burdwood,74,pink,62,11,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17735,341,2011,17,6,Burdwood,94,pink,62,11,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17736,341,2011,17,6,Burdwood,97,pink,62,10,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17737,341,2011,17,6,Burdwood,34,pink,63,10,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17738,341,2011,17,6,Burdwood,47,pink,63,11,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17739,341,2011,17,6,Burdwood,57,pink,63,10,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17740,341,2011,17,6,Burdwood,62,pink,63,10,,,,,,,0,,,1,,,,,,,,,,,,NA,,,,
17741,341,2011,17,6,Burdwood,64,pink,63,10,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17742,341,2011,17,6,Burdwood,26,pink,64,10,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17743,341,2011,17,6,Burdwood,40,pink,64,10,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17744,341,2011,17,6,Burdwood,52,pink,64,10,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17745,341,2011,17,6,Burdwood,61,pink,64,10,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17746,341,2011,17,6,Burdwood,73,pink,64,11,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17747,341,2011,17,6,Burdwood,80,pink,64,11,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17748,341,2011,17,6,Burdwood,96,pink,64,11,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17749,341,2011,17,6,Burdwood,99,pink,64,10,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17750,341,2011,17,6,Burdwood,39,pink,65,11,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17751,341,2011,17,6,Burdwood,41,pink,65,10,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17752,341,2011,17,6,Burdwood,55,pink,65,10,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17753,341,2011,17,6,Burdwood,72,pink,65,10,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17754,341,2011,17,6,Burdwood,76,pink,65,11,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17755,341,2011,17,6,Burdwood,2,pink,66,11,,,,,,,0,,,,,,,,,,1,,,,,NA,,,,Predator scar from fish
17756,341,2011,17,6,Burdwood,18,pink,66,10,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17757,341,2011,17,6,Burdwood,20,pink,66,11,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17758,341,2011,17,6,Burdwood,45,pink,66,11,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17759,341,2011,17,6,Burdwood,63,pink,66,10,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
17760,341,2011,17,6,Burdwood,69,pink,66,12,,,,,,,0,,,,,,,,,,,,,,,NA,,,,
